number,ID,year,month,day,time,Temp,Rain,CloudCover,generation,opticalflow
3,1800000002,4,2,22,14.5,7,0,1,1689.915,1246.96647411
3,1800000002,4,2,22,15,7.7,0,2,2452.6252,1664.80724485
3,1800000002,4,2,22,15.5,7.7,0,2,1806.805,1625.1452514
3,1800000002,4,2,22,16,7.2,0,2,1576.7752,1574.053049624
3,1800000002,4,2,22,16.5,7.2,0,2,1065.26,1059.81589094
3,1800000002,4,2,22,17,5.8,0,2,430.6302,422.455165326
3,1800000002,4,2,23,6.5,1.1,0,1,73.073,NaN
3,1800000002,4,2,23,7,1.3,0,1,149.9498,149.92962194
3,1800000002,4,2,23,7.5,1.3,0,1,237.0368,237.07132544
3,1800000002,4,2,23,8,2.9,0,1,723.5228,723.36067596
3,1800000002,4,2,23,8.5,2.9,0,1,1216.4152,1216.28663184
3,1800000002,4,2,23,9,5.9,0,1,1555.7542,1529.583057284
3,1800000002,4,2,23,9.5,5.9,0,1,2238.4176,2365.87446764
3,1800000002,4,2,23,10,7.5,0,1,2073.657,2703.870501
3,1800000002,4,2,23,10.5,7.5,0,1,2135.0406,2021.87438046
3,1800000002,4,2,23,11,7.3,0,1,2990.8242,2434.88366667
3,1800000002,4,2,23,11.5,7.3,0,1,1321.902,2999.63463405
3,1800000002,4,2,23,12,8.2,0,2,2598.1956,1292.840145828
3,1800000002,4,2,23,12.5,8.2,0,2,2791.1884,2809.75858632
3,1800000002,4,2,23,13,9.2,0,2,2628.626,2567.6610466
3,1800000002,4,2,23,13.5,9.2,0,2,3216.4132,3182.364237012
3,1800000002,4,2,23,14,9.6,0,2,3314.1472,3289.71593076
3,1800000002,4,2,23,14.5,9.6,0,2,2993.991,2814.31451142
3,1800000002,4,2,23,15,8.9,0,2,2646.3992,2712.973496494
3,1800000002,4,2,23,15.5,8.9,0,2,2322.5202,2188.619787456
3,1800000002,4,2,23,16,7.5,0,2,1001.995,1606.01867146
3,1800000002,4,2,23,16.5,7.5,0,2,829.381,626.31275803
3,1800000002,4,2,23,17,6.5,0,2,390.0464,336.336600856
3,1800000002,4,2,24,6.5,2.1,0,2,87.4,NaN
3,1800000002,4,2,24,7,1.4,0,2,102.309,201.1152534
3,1800000002,4,2,24,7.5,1.4,0,2,254.9952,148.475754144
3,1800000002,4,2,24,8,3.3,0,2,808.45,795.97361665
3,1800000002,4,2,24,8.5,3.3,0,2,1470.1002,1463.520073006
3,1800000002,4,2,24,9,5.3,0,1,1949.4552,1873.655503104
3,1800000002,4,2,24,9.5,5.3,0,1,2363.5612,2262.418324356
3,1800000002,4,2,24,10,7.5,0,1,2135.895,2814.71589807
3,1800000002,4,2,24,10.5,7.5,0,1,2360.3602,2150.574985042
3,1800000002,4,2,24,11,9.5,0,1,2421.2916,2674.769490666
3,1800000002,4,2,24,11.5,9.5,0,1,1950.923,2483.92579629
3,1800000002,4,2,24,12,11.8,0,1,935.549,1952.34257587
3,1800000002,4,2,24,12.5,11.8,0,1,2483.7978,1602.072927972
3,1800000002,4,2,24,13,12.6,0,1,3335.039,2596.10632225
3,1800000002,4,2,24,13.5,12.6,0,1,1928.2682,2954.255905776
3,1800000002,4,2,24,14,12.2,0,1,3012.2512,2089.160673432
3,1800000002,4,2,24,14.5,12.2,0,1,2748.0726,2795.197096692
3,1800000002,4,2,24,15,11.5,0,1,2319.7516,2426.419730198
3,1800000002,4,2,24,15.5,11.5,0,1,1785.0672,1925.130656112
3,1800000002,4,2,24,16,10.8,0,1,1087.3824,1170.682757684
3,1800000002,4,2,24,16.5,10.8,0,1,595.676,681.194638
3,1800000002,4,2,24,17,10,0,1,133.7688,223.176744648
3,1800000002,4,2,25,6.5,2,0,2,87.4,NaN
3,1800000002,4,2,25,7,2.4,0,2,117.585,NaN
3,1800000002,4,2,25,7.5,2.4,0,2,183.5856,202.199945904
3,1800000002,4,2,25,8,3.6,0,2,491.027,558.40179332
3,1800000002,4,2,25,8.5,3.6,0,2,807.6772,931.565417014
3,1800000002,4,2,25,9,5.5,0,2,1087.548,1055.07879708
3,1800000002,4,2,25,9.5,5.5,0,2,979.5628,1381.83137856
3,1800000002,4,2,25,10,7.3,0,2,1236.273,1260.8490888
3,1800000002,4,2,25,10.5,7.3,0,2,1970.1726,1344.57163148
3,1800000002,4,2,25,11,9.7,0,2,2421.2916,2253.933542952
3,1800000002,4,2,25,11.5,9.7,0,2,1679.518,2558.98974592
3,1800000002,4,2,25,12,12.7,0,2,1491.131,1693.80846308
3,1800000002,4,2,25,12.5,12.7,0,2,2072.862,1421.282886474
3,1800000002,4,2,25,13,13.8,0,2,1992.934,2139.57728271
3,1800000002,4,2,25,13.5,13.8,0,2,2543.7426,1774.722331204
3,1800000002,4,2,25,14,14.1,0,2,2525.8632,2624.195691712
3,1800000002,4,2,25,14.5,14.1,0,2,2072.7252,2347.51798827
3,1800000002,4,2,25,15,12.8,0,1,1638.7744,1893.820403168
3,1800000002,4,2,25,15.5,12.8,0,1,1364.7736,1416.80252394
3,1800000002,4,2,25,16,12.2,0,1,1001.995,1011.08718976
3,1800000002,4,2,25,16.5,12.2,0,1,532.63,611.05472382
3,1800000002,4,2,25,17,11.1,0,1,183.7632,220.667372576
3,1800000002,4,2,26,6.5,3.5,0,3,87.4874,NaN
3,1800000002,4,2,26,7,2.8,0,3,133.665,NaN
3,1800000002,4,2,26,7.5,2.8,0,3,273.8736,197.463027024
3,1800000002,4,2,26,8,4.8,0,3,787.175,831.24028209
3,1800000002,4,2,26,8.5,4.8,0,3,1300.903,1493.993047396
3,1800000002,4,2,26,9,6.9,0,3,1235.9424,1724.108078616
3,1800000002,4,2,26,9.5,6.9,0,3,1490.108,1623.678129908
3,1800000002,4,2,26,10,9.5,0,3,1086.336,1617.85067004
3,1800000002,4,2,26,10.5,9.5,0,3,681.4544,1194.250786938
3,1800000002,4,2,26,11,9.3,0,3,743.8158,951.997984938
