use_data1,use_data2,use_data3,use_data4,use_data5,use_data6,use_data7,use_data8,use_data9,use_data10,use_data11
75,3000000139,4,2,22,15.5,8.4,0,1,3781.3776,3784.45332192
75,3000000139,4,2,22,16,7.6,0,1,2322.5202,2318.805165366
75,3000000139,4,2,22,16.5,7.6,0,1,980.7798,984.6955707
75,3000000139,4,2,22,17,6.7,0,1,201.0316,460.395447116
75,3000000139,4,2,23,6.5,0.8,0,1,133.6216,99.13162553
75,3000000139,4,2,23,7,0.4,0,1,255.1724,416.794282338
75,3000000139,4,2,23,7.5,0.4,0,1,840.3372,928.23418262
75,3000000139,4,2,23,8,1.7,0,1,2158.3562,2036.071500028
75,3000000139,4,2,23,8.5,1.7,0,1,3872.0682,3872.33587944
75,3000000139,4,2,23,9,3.4,0,1,5125.1292,5140.54258956
75,3000000139,4,2,23,9.5,3.4,0,1,6046.04,6001.776464
75,3000000139,4,2,23,10,5.7,0,1,6689.8832,6686.29899984
75,3000000139,4,2,23,10.5,5.7,0,1,7192.7856,7006.947373296
75,3000000139,4,2,23,11,7.5,0,1,7605.8216,7639.966658172
75,3000000139,4,2,23,11.5,7.5,0,1,7745.2942,7714.000103992
75,3000000139,4,2,23,12,8.5,0,1,7766.1696,7809.210306912
75,3000000139,4,2,23,12.5,8.5,0,1,7668.2416,7738.47746116
75,3000000139,4,2,23,13,10,0,1,7364.3504,7512.379244578
75,3000000139,4,2,23,13.5,10,0,1,6947.265,6877.21234244
75,3000000139,4,2,23,14,10.1,0,1,6359.1516,6349.863987564
75,3000000139,4,2,23,14.5,10.1,0,1,5636.4336,5625.96879558
75,3000000139,4,2,23,15,10.8,0,1,4752.15,4671.04264332
75,3000000139,4,2,23,15.5,10.8,0,1,3738.5586,3682.884227748
75,3000000139,4,2,23,16,9.8,0,1,2545.6712,2540.831714896
75,3000000139,4,2,23,16.5,9.8,0,1,1088.087,1062.85786044
75,3000000139,4,2,23,17,8.3,0,1,218.4512,428.96904336
75,3000000139,4,2,24,6.5,-0.1,0,1,149.9498,79.076587282
75,3000000139,4,2,24,7,0,0,1,369.8618,448.226225118
75,3000000139,4,2,24,7.5,0,0,1,916.3154,887.329332232
75,3000000139,4,2,24,8,1.5,0,1,2197.4,2132.310287224
75,3000000139,4,2,24,8.5,1.5,0,1,3695.6832,3880.19135328
75,3000000139,4,2,24,9,3.7,0,1,4852.953,4711.060768212
75,3000000139,4,2,24,9.5,3.7,0,1,5739.7088,5674.502181516
75,3000000139,4,2,24,10,5.7,0,1,6260.7888,6286.858617312
75,3000000139,4,2,24,10.5,5.7,0,1,6821.1552,6741.873144336
75,3000000139,4,2,24,11,7.1,0,1,7244.0062,7188.63497195
75,3000000139,4,2,24,11.5,7.1,0,1,7403.4758,7256.611038488
75,3000000139,4,2,24,12,8.8,0,1,7304.2704,7415.965220496
75,3000000139,4,2,24,12.5,8.8,0,1,7184.096,7320.613189824
75,3000000139,4,2,24,13,10.1,0,1,6907.8824,6939.36423718
75,3000000139,4,2,24,13.5,10.1,0,1,6484.114,6418.943737774
75,3000000139,4,2,24,14,11.9,0,1,5858.4822,5924.233681818
75,3000000139,4,2,24,14.5,11.9,0,1,5178.3284,5229.535689196
75,3000000139,4,2,24,15,11.4,0,1,4289.12,4352.24990012
75,3000000139,4,2,24,15.5,11.4,0,1,3295.386,3353.940729006
75,3000000139,4,2,24,16,10.6,0,1,2217.3656,2241.17075244
75,3000000139,4,2,24,16.5,10.6,0,1,1023.0532,974.829575672
75,3000000139,4,2,24,17,9.4,0,1,166.1924,399.368656236
75,3000000139,4,2,25,6.5,3.3,0,2,166.5664,165.460607104
75,3000000139,4,2,25,7,3.4,0,1,430.2004,447.209579586
75,3000000139,4,2,25,7.5,3.4,0,1,1077.2762,883.988161692
75,3000000139,4,2,25,8,4.9,0,2,2094.1222,2063.638900344
75,3000000139,4,2,25,8.5,4.9,0,2,3344.8272,3419.075619608
75,3000000139,4,2,25,9,7,0,1,4329.1422,4201.451814204
75,3000000139,4,2,25,9.5,7,0,1,5113.4482,5024.529652744
75,3000000139,4,2,25,10,8.4,0,2,5677.6104,5601.701084112
75,3000000139,4,2,25,10.5,8.4,0,2,6279.2202,6060.958480038
75,3000000139,4,2,25,11,10.7,0,2,6381.8078,6423.11557138
75,3000000139,4,2,25,11.5,10.7,0,2,5616.6978,6172.091095002
75,3000000139,4,2,25,12,11.5,0,2,4399.7856,6036.400702416
75,3000000139,4,2,25,12.5,11.5,0,2,5185.0432,4601.14525572
75,3000000139,4,2,25,13,12.1,0,2,2731.2002,3618.875793426
75,3000000139,4,2,25,13.5,12.1,0,2,3498.5714,3910.193074788
75,3000000139,4,2,25,14,12,0,1,4532.0334,3651.23693514
75,3000000139,4,2,25,14.5,12,0,1,4824.6016,3940.936733048
75,3000000139,4,2,25,15,12.3,0,2,4060.042,4083.01174854
75,3000000139,4,2,25,15.5,12.3,0,2,2969.6352,3032.036061126
75,3000000139,4,2,25,16,11.7,0,1,1868.2152,2054.25425832
75,3000000139,4,2,25,16.5,11.7,0,1,904.4544,834.648542904
75,3000000139,4,2,25,17,11.1,0,1,117.7,388.149468696
75,3000000139,4,2,26,6.5,2.5,0,1,183.7836,183.61705644
75,3000000139,4,2,26,7,2.2,0,2,461.0606,460.575758622
75,3000000139,4,2,26,7.5,2.2,0,2,1109.5084,1098.960455492
75,3000000139,4,2,26,8,4.3,0,2,2199.5974,2055.673786798
75,3000000139,4,2,26,8.5,4.3,0,2,3676.1912,3724.855005168
75,3000000139,4,2,26,9,6.9,0,2,4231.5696,4807.588365666
75,3000000139,4,2,26,9.5,6.9,0,2,5137.769,5242.99689333
75,3000000139,4,2,26,10,8.8,0,2,6140.1312,5902.332766848
75,3000000139,4,2,26,10.5,8.8,0,2,6626.0586,6579.388458444
75,3000000139,4,2,26,11,11.3,0,3,6920.6818,6987.84705536
75,3000000139,4,2,26,11.5,11.3,0,3,7123.8062,6823.799104374
75,3000000139,4,2,26,12,12.8,0,2,7085.064,7137.413932992
75,3000000139,4,2,26,12.5,12.8,0,2,6942.0232,6983.932404896
75,3000000139,4,2,26,13,14.5,0,3,6679.6484,6667.611947464
75,3000000139,4,2,26,13.5,14.5,0,3,5949.709,6070.910842682
75,3000000139,4,2,26,14,15.6,0,4,4278.4476,5261.054277042
75,3000000139,4,2,26,14.5,15.6,0,4,2481.8864,4299.513069488
75,3000000139,4,2,26,15,14.2,0,3,2051.954,3030.63521494
75,3000000139,4,2,26,15.5,14.2,0,3,1386.3348,1897.873099176
75,3000000139,4,2,26,16,14.1,0,4,1214.2096,1077.64463224
75,3000000139,4,2,26,16.5,14.1,0,4,390.1568,546.090524408
75,3000000139,4,2,26,17,13.5,0,4,102.6344,203.077880412
75,3000000139,4,2,27,6.5,8.3,1,10,59.2,236.80002368
75,3000000139,4,2,27,7,8.4,1.5,10,166.2336,84.361596624
75,3000000139,4,2,27,7.5,8.4,1.5,10,87.945,262.646581626
75,3000000139,4,2,27,8,8.8,1.5,10,101.646,191.605725498
75,3000000139,4,2,27,8.5,8.8,1.5,10,491.1984,208.1117021984
75,3000000139,4,2,27,9,9.4,1,10,246.4992,600.284763162
75,3000000139,4,2,27,9.5,9.4,1,10,237.1278,447.7439154538
75,3000000139,4,2,27,10,10.3,0.5,10,348.5664,455.2714031544
75,3000000139,4,2,27,10.5,10.3,0.5,10,317.9352,511.792503042
75,3000000139,4,2,27,11,10.8,0,10,215.5496,376.1031283306
75,3000000139,4,2,27,11.5,10.8,0,10,349.587,316.884922928
75,3000000139,4,2,27,12,10.8,1,10,501.0432,541.5846329712
75,3000000139,4,2,27,12.5,10.8,1,10,530.9984,590.0774069248
75,3000000139,4,2,27,13,11.7,0,10,410.8212,561.5923369504
75,3000000139,4,2,27,13.5,11.7,0,10,199.5112,394.4659418382
75,3000000139,4,2,27,14,12,1.5,10,169.0572,154.5041515194
75,3000000139,4,2,27,14.5,12,1.5,10,893.0152,234.201238544
75,3000000139,4,2,27,15,11.8,3,10,219.33,354.474132314
75,3000000139,4,2,27,15.5,11.8,3,10,102.2706,204.3456017958
75,3000000139,4,2,27,16,11.8,3,10,132.8856,172.8354096128
75,3000000139,4,2,27,16.5,11.8,3,10,166.26,89.0185379348
75,3000000139,4,2,27,17,11.8,2,10,370.0488,76.608585416
75,3000000139,4,2,28,6.5,9.9,0,3,117.6896,236.95624064
75,3000000139,4,2,28,7,9.6,0,2,273.8592,453.08608704
75,3000000139,4,2,28,7.5,9.6,0,2,1173.7726,998.996769342
75,3000000139,4,2,28,8,11.9,0,3,2261.0588,2287.44293928
75,3000000139,4,2,28,8.5,11.9,0,3,3765.8544,3903.14747152
75,3000000139,4,2,28,9,13.8,0,2,5140.5354,4950.040356054
75,3000000139,4,2,28,9.5,13.8,0,2,5678.9068,5931.662659664
75,3000000139,4,2,28,10,14.5,0,3,6709.9032,5301.849318696
75,3000000139,4,2,28,10.5,14.5,0,3,6705.5424,6915.770764554
75,3000000139,4,2,28,11,15.9,0,3,7028.4566,7141.914134258
75,3000000139,4,2,28,11.5,15.9,0,3,7644.3024,7056.232664306
75,3000000139,4,2,28,12,16.7,0,3,7249.4688,7192.923647952
75,3000000139,4,2,28,12.5,16.7,0,3,7027.92,6241.763359576
75,3000000139,4,2,28,13,17.6,0,3,6040.5932,6843.28418981
75,3000000139,4,2,28,13.5,17.6,0,3,4774.018,5335.959749586
75,3000000139,4,2,28,14,17.3,0,3,4161.408,4563.565948944
75,3000000139,4,2,28,14.5,17.3,0,3,4030.166,3739.390160968
75,3000000139,4,2,28,15,16.8,0,3,3533.65,3220.58191602
75,3000000139,4,2,28,15.5,16.8,0,3,3174.1764,2614.427512716
75,3000000139,4,2,28,16,15.9,0,3,1586.8104,2079.18659332
75,3000000139,4,2,28,16.5,15.9,0,3,1000.8852,746.888334912
75,3000000139,4,2,28,17,14.3,0,4,117.7,424.451816228
76,3000000147,4,12,1,6.5,3.7,0,2,311.6696,470.799943504
76,3000000147,4,12,1,7,3.6,0,2,680.5344,597.588347304
76,3000000147,4,12,1,7.5,3.6,0,2,2319.9036,1327.356942528
76,3000000147,4,12,1,8,5.3,0,2,3284.1672,3001.020791792
76,3000000147,4,12,1,8.5,5.3,0,2,4424.3064,3934.964512152
76,3000000147,4,12,1,9,7.6,0,2,5397.03,5380.92339684
76,3000000147,4,12,1,9.5,7.6,0,2,5980.383,5818.886988818
76,3000000147,4,12,1,10,8.9,0,2,6161.7632,6208.69185736
76,3000000147,4,12,1,10.5,8.9,0,2,6119.6832,6680.490374304
76,3000000147,4,12,1,11,10.3,0,2,5600.273,6489.77108989
76,3000000147,4,12,1,11.5,10.3,0,2,5579.97,5262.13761424
76,3000000147,4,12,1,12,11.7,0,2,6258.249,5867.09968941
76,3000000147,4,12,1,12.5,11.7,0,2,5778.6994,6219.966016472
76,3000000147,4,12,1,13,13.3,0,2,5336.621,5261.488149
76,3000000147,4,12,1,13.5,13.3,0,2,4651.5384,4591.452826854
76,3000000147,4,12,1,14,13.7,0,2,3929.037,4050.90725151
76,3000000147,4,12,1,14.5,13.7,0,2,3101.072,2807.56554208
76,3000000147,4,12,1,15,13.3,0,2,1679.4386,1998.20210611
76,3000000147,4,12,1,15.5,13.3,0,2,894.7136,966.5714674
76,3000000147,4,12,1,16,12.9,0,2,292.734,403.53287936
76,3000000147,4,12,1,16.5,12.9,0,2,701.32,463.80827744
76,3000000147,4,12,1,17,11.3,0,10,390.1716,447.21571986
76,3000000147,4,12,2,6.5,4.3,0,2,321.0856,470.80004708
76,3000000147,4,12,2,7,4.6,0,2,450.2784,518.810248008
76,3000000147,4,12,2,7.5,4.6,0,2,1867.719,2129.81179437
76,3000000147,4,12,2,8,5.5,0,2,2319.672,2537.200544072
76,3000000147,4,12,2,8.5,5.5,0,2,3758.652,3667.640344776
76,3000000147,4,12,2,9,7.4,0,2,5217.129,4744.47983343
76,3000000147,4,12,2,9.5,7.4,0,2,5819.5072,5288.88390399
76,3000000147,4,12,2,10,9.4,0,2,6040.8048,5643.929403344
76,3000000147,4,12,2,10.5,9.4,0,2,6223.6584,6132.89250648
76,3000000147,4,12,2,11,11.6,0,2,6340.496,6676.33353016
76,3000000147,4,12,2,11.5,11.6,0,2,6303.6752,6065.409669368
76,3000000147,4,12,2,12,12.5,0,2,6243.295,6637.87587974
76,3000000147,4,12,2,12.5,12.5,0,2,4916.526,5844.29618867
76,3000000147,4,12,2,13,13,0,2,3060.248,5039.82385108
76,3000000147,4,12,2,13.5,13,0,2,1848.2562,3233.255915772
76,3000000147,4,12,2,14,12.7,0,2,1386.168,1566.27697611
76,3000000147,4,12,2,14.5,12.7,0,2,1064.336,884.46788352
76,3000000147,4,12,2,15,12.5,0,2,1043.7748,887.136505124
76,3000000147,4,12,2,15.5,12.5,0,2,937.244,559.350479864
76,3000000147,4,12,2,16,12.1,0,2,273.9412,385.540956216
76,3000000147,4,12,2,16.5,12.1,0,2,659.312,461.69649968
76,3000000147,4,12,2,17,11.4,0,1,390.1716,397.602884952
76,3000000147,4,12,3,6.5,4.2,0,2,330.9724,470.799887008
76,3000000147,4,12,3,7,5.1,0,2,616.5744,557.90593872
76,3000000147,4,12,3,7.5,5.1,0,2,2010.9576,1711.34247135
76,3000000147,4,12,3,8,6.4,0,1,3426.6032,2792.433484488
76,3000000147,4,12,3,8.5,6.4,0,1,4349.7072,4764.498951168
76,3000000147,4,12,3,9,8.4,0,2,5377.041,5277.16309641
76,3000000147,4,12,3,9.5,8.4,0,2,5957.952,5596.30664736
76,3000000147,4,12,3,10,10,0,1,6140.4176,5970.259157344
76,3000000147,4,12,3,10.5,10,0,1,6223.6584,6265.310716584
76,3000000147,4,12,3,11,12.5,0,1,6138.617,6297.88599763
76,3000000147,4,12,3,11.5,12.5,0,1,6222.512,5841.615943112
76,3000000147,4,12,3,12,13.7,0,1,6183.2264,5967.430959288
76,3000000147,4,12,3,12.5,13.7,0,1,6058.2624,5451.535009824
76,3000000147,4,12,3,13,13.1,0,1,5518.48,5101.92449801
76,3000000147,4,12,3,13.5,13.1,0,1,4735.8054,4678.576365798
76,3000000147,4,12,3,14,13.7,0,1,3847.9908,3883.483368816
76,3000000147,4,12,3,14.5,13.7,0,1,3122.288,3058.4423376
76,3000000147,4,12,3,15,13.9,0,1,1763.5342,2174.681496372
76,3000000147,4,12,3,15.5,13.9,0,1,915.201,1019.08181697
76,3000000147,4,12,3,16,13.1,0,1,350.558,450.058980488
76,3000000147,4,12,3,16.5,13.1,0,1,679.96,426.9239576
76,3000000147,4,12,3,17,11.3,0,1,390.1716,461.47899798
76,3000000147,4,12,4,6.5,3.9,0,1,236.8124,470.8
76,3000000147,4,12,4,7,4,0,2,616.4144,208.579765944
76,3000000147,4,12,4,7.5,4,0,2,1868.056,1131.329525076
76,3000000147,4,12,4,8,4.9,0,1,2634.4222,2084.079298318
76,3000000147,4,12,4,8.5,4.9,0,1,4137.3864,3969.540897048
76,3000000147,4,12,4,9,7.5,0,2,5137.173,5591.69574159
76,3000000147,4,12,4,9.5,7.5,0,2,5695.9272,5728.07570235
76,3000000147,4,12,4,10,9.6,0,1,5956.948,5883.192818056
76,3000000147,4,12,4,10.5,9.6,0,1,6040.32,6167.18099712
76,3000000147,4,12,4,11,11.4,0,1,6079.498,6168.305278
76,3000000147,4,12,4,11.5,11.4,0,1,6263.0936,6098.612858128
76,3000000147,4,12,4,12,12.7,0,1,6204.2102,5666.336021846
76,3000000147,4,12,4,12.5,12.7,0,1,5901.2448,6005.840046096
76,3000000147,4,12,4,13,13.3,0,1,5355.434,5658.81971236
76,3000000147,4,12,4,13.5,13.3,0,1,4651.7718,5100.986909278
76,3000000147,4,12,4,14,13.9,0,1,3796.7412,3715.30964286
76,3000000147,4,12,4,14.5,13.9,0,1,2807.584,3039.65206896
76,3000000147,4,12,4,15,14,0,1,1815.4756,2096.763979626
76,3000000147,4,12,4,15.5,14,0,1,893.739,1012.58969994
76,3000000147,4,12,4,16,13.4,0,1,350.558,435.894312256
76,3000000147,4,12,4,16.5,13.4,0,1,701.32,615.38933232
76,3000000147,4,12,4,17,12,0,1,379.9356,434.205699972
76,3000000147,4,12,5,6.5,4.8,0,1,301.7828,470.8
76,3000000147,4,12,5,7,4.9,0,1,450.6008,584.8671916
76,3000000147,4,12,5,7.5,4.9,0,1,1784.7508,1212.620784
76,3000000147,4,12,5,8,6.4,0,1,2960.446,2106.735591556
76,3000000147,4,12,5,8.5,6.4,0,1,4068.5256,3800.274107184
76,3000000147,4,12,5,9,9.1,0,1,5017.239,5502.59890515
76,3000000147,4,12,5,9.5,9.1,0,1,5637.4074,5314.897759824
76,3000000147,4,12,5,10,10.5,0,1,5936.8684,5607.1362685
76,3000000147,4,12,5,10.5,10.5,0,1,6081.504,6020.47281264
76,3000000147,4,12,5,11,12.5,0,1,6148.038,6006.39207082
76,3000000147,4,12,5,11.5,12.5,0,1,6202.2212,5570.835555292
76,3000000147,4,12,5,12,13.9,0,1,6057.3236,5474.547097524
76,3000000147,4,12,5,12.5,13.9,0,1,5776.9392,5735.099963184
76,3000000147,4,12,5,13,14.7,0,1,5255.098,5025.74426459
76,3000000147,4,12,5,13.5,14.7,0,1,4489.4356,4701.663703906
76,3000000147,4,12,5,14,14.9,0,3,2972.4768,3620.79448992
76,3000000147,4,12,5,14.5,14.9,0,3,2167.568,2377.72736656
76,3000000147,4,12,5,15,14.6,0,1,1394.9976,1521.603055854
76,3000000147,4,12,5,15.5,14.6,0,1,829.353,1101.16913802
76,3000000147,4,12,5,16,14,0,3,350.558,437.70950158
76,3000000147,4,12,5,16.5,14,0,3,659.312,377.29755048
76,3000000147,4,12,5,17,12.9,0,3,369.972,392.616949338
76,3000000147,4,12,6,6.5,5.7,0,3,183.612,471.61198876
76,3000000147,4,12,6,7,5.4,0,2,389.7088,256.242885264
76,3000000147,4,12,6,7.5,5.4,0,2,679.0636,757.581250156
76,3000000147,4,12,6,8,6.6,0,2,1202.9154,1423.211442938
76,3000000147,4,12,6,8.5,6.6,0,2,3190.5504,1442.139511608
76,3000000147,4,12,6,9,9.4,0,2,4191.027,4451.22741102
76,3000000147,4,12,6,9.5,9.4,0,2,5234.271,4549.442455302
76,3000000147,4,12,6,10,11.2,0,2,5434.8784,5341.015105024
76,3000000147,4,12,6,10.5,11.2,0,2,5319.6,5476.18390176
76,3000000147,4,12,6,11,13.6,0,4,5496.908,5395.05680606
76,3000000147,4,12,6,11.5,13.6,0,4,5458.2252,5022.059709352
76,3000000147,4,12,6,12,13.7,0,2,4854.2524,5173.410472266
76,3000000147,4,12,6,12.5,13.7,0,2,3676.8288,4834.540107936
76,3000000147,4,12,6,13,13.5,0,4,2157.224,3671.61857612
76,3000000147,4,12,6,13.5,13.5,0,4,671.736,1978.719244502
76,3000000147,4,12,6,14,13,0,2,1827.9024,501.23027022
76,3000000147,4,12,6,14.5,13,0,2,678.912,934.87688736
76,3000000147,4,12,6,15,12.6,0,4,351.2192,304.136662848
76,3000000147,4,12,6,15.5,12.6,0,4,331.128,261.91997916
76,3000000147,4,12,6,16,12,0,2,311.5268,140.891710492
76,3000000147,4,12,6,16.5,12,0,2,679.96,302.2561752
76,3000000147,4,12,6,17,10.9,0,4,350.613,312.851171124
76,3000000147,4,12,7,6.5,5.9,0,2,292.2928,440.143694018
76,3000000147,4,12,7,7,6.7,0,2,460.9056,295.964404368
76,3000000147,4,12,7,7.5,6.7,0,2,721.9784,1452.304713116
76,3000000147,4,12,7,8,7.6,0,2,3050.3836,1352.66075452
76,3000000147,4,12,7,8.5,7.6,0,2,4211.9856,3699.421268112
76,3000000147,4,12,7,9,8.6,0,2,4111.071,5559.41057487
76,3000000147,4,12,7,9.5,8.6,0,2,4629.5664,5239.002780984
76,3000000147,4,12,7,10,10,0,2,5856.55,4540.234298484
76,3000000147,4,12,7,10.5,10,0,2,3644.784,6168.031584
76,3000000147,4,12,7,11,10.1,0,2,3488.686,3340.54110802
76,3000000147,4,12,7,11.5,10.1,0,2,5902.4716,2639.077173704
76,3000000147,4,12,7,12,10.6,0,2,6896.6756,3355.91500263
76,3000000147,4,12,7,12.5,10.6,0,2,6378.84,4092.685857312
76,3000000147,4,12,7,13,11.4,0,2,3342.443,4230.64912868
76,3000000147,4,12,7,13.5,11.4,0,2,2239.12,1260.68137767
76,3000000147,4,12,7,14,11.9,0,2,3988.9272,3973.914355716
76,3000000147,4,12,7,14.5,11.9,0,2,2666.144,3007.48850688
76,3000000147,4,12,7,15,11.4,0,2,1910.7088,1540.511470528
76,3000000147,4,12,7,15.5,11.4,0,2,659.19,1039.56173118
76,3000000147,4,12,7,16,10.6,0,2,409.8276,287.935179012
76,3000000147,4,12,7,16.5,10.6,0,2,712.712,284.20441912
76,3000000147,4,12,7,17,9.4,0,2,390.1914,394.40236968
76,3000000147,4,12,8,6.5,5.4,0,1,273.47,410
76,3000000147,4,12,8,7,5,0,1,389.7088,269.53319192
76,3000000147,4,12,8,7.5,5,0,1,1815.5116,1025.632994428
76,3000000147,4,12,8,8,6.5,0,1,3132.804,2410.57328581
76,3000000147,4,12,8,8.5,6.5,0,1,4257.8928,4089.707124696
76,3000000147,4,12,8,9,8.4,0,1,5297.085,5033.01731715
76,3000000147,4,12,8,9.5,8.4,0,1,6060.0504,5932.13489517
76,3000000147,4,12,8,10,9.7,0,1,6242.112,5807.956009614
76,3000000147,4,12,8,10.5,9.7,0,1,6329.0988,6588.144879396
76,3000000147,4,12,8,11,10.5,0,1,6540.4012,6615.7730675
76,3000000147,4,12,8,11.5,10.5,0,1,6239.646,6457.909411332
76,3000000147,4,12,8,12,11,0,1,6120.275,6668.652619244
76,3000000147,4,12,8,12.5,11,0,1,5835.8208,6393.293535504
76,3000000147,4,12,8,13,11.4,0,1,5317.808,6002.64936128
76,3000000147,4,12,8,13.5,11.4,0,1,4662.9674,5621.76194268
76,3000000147,4,12,8,14,12.5,0,1,3967.5732,4269.787094364
76,3000000147,4,12,8,14.5,12.5,0,1,3203.616,3097.83733792
76,3000000147,4,12,8,15,12.4,0,1,2001.2968,2259.01029428
76,3000000147,4,12,8,15.5,12.4,0,1,947.394,1352.57204733
76,3000000147,4,12,8,16,11.6,0,1,237.0784,450.052258448
76,3000000147,4,12,8,16.5,11.6,0,1,680.1548,467.317037564
76,3000000147,4,12,8,17,10,0,1,409.9806,419.662427382
76,3000000147,4,12,9,6.5,2,0,1,292.3,369.9956784
76,3000000147,4,12,9,7,1.8,0,3,595.8048,428.514765728
76,3000000147,4,12,9,7.5,1.8,0,3,1512.5124,2050.230327656
76,3000000147,4,12,9,8,3,0,3,1636.265,2869.04635525
76,3000000147,4,12,9,8.5,3,0,3,2146.1616,2890.761234624
76,3000000147,4,12,9,9,4.4,0,3,4277.646,3091.32730101
76,3000000147,4,12,9,9.5,4.4,0,3,5520.3678,5230.708964796
76,3000000147,4,12,9,10,7,0,3,5656.914,5687.721683688
76,3000000147,4,12,9,10.5,7,0,3,5576.1192,5727.273613788
76,3000000147,4,12,9,11,8.3,0,4,6161.6396,5968.742674904
76,3000000147,4,12,9,11.5,8.3,0,4,5559.5576,5598.855946956
76,3000000147,4,12,9,12,10.5,0,3,4504.5224,5405.956161382
76,3000000147,4,12,9,12.5,10.5,0,3,3205.776,4148.90254152
76,3000000147,4,12,9,13,11,0,4,3524.302,3290.75654006
76,3000000147,4,12,9,13.5,11,0,4,3274.713,3018.265410862
76,3000000147,4,12,9,14,12.2,0,4,1763.8404,1970.04273852
76,3000000147,4,12,9,14.5,12.2,0,4,1258.816,1487.72741104
76,3000000147,4,12,9,15,11.1,0,4,636.9816,626.788471356
76,3000000147,4,12,9,15.5,11.1,0,4,450.702,312.60341196
76,3000000147,4,12,9,16,11.5,0,4,430.066,110.811434396
76,3000000147,4,12,9,16.5,11.5,0,4,701.116,462.640022832
76,3000000147,4,12,9,17,10.3,0,4,218.5416,372.266777142
76,3000000147,4,12,11,6.5,5.9,0,2,254.93,369.9929441
76,3000000147,4,12,11,7,6.1,0,4,512.4296,436.30134428
76,3000000147,4,12,11,7.5,6.1,0,4,617.1732,754.611731928
76,3000000147,4,12,11,8,6.8,0,4,1575.4912,1678.024515856
76,3000000147,4,12,11,8.5,6.8,0,4,1386.5344,1592.778646848
76,3000000147,4,12,11,9,7.1,0,4,4391.736,2341.188926232
76,3000000147,4,12,11,9.5,7.1,0,4,5777.7596,4695.936443904
76,3000000147,4,12,11,10,8,0,4,5032.7028,5573.847224604
76,3000000147,4,12,11,10.5,8,0,4,5318.3424,5690.258832552
76,3000000147,4,12,11,11,9.5,0,2,4957.7188,5014.468177076
76,3000000147,4,12,11,11.5,9.5,0,2,3261.7832,3958.422706704
76,3000000147,4,12,11,12,10.2,0,4,1762.6392,3159.863569068
76,3000000147,4,12,11,12.5,10.2,0,4,3755.3376,2982.784969248
76,3000000147,4,12,11,13,10.1,0,2,4775.13,4359.576671226
76,3000000147,4,12,11,13.5,10.1,0,2,1658.5856,3293.420541824
76,3000000147,4,12,11,14,10.1,0,2,512.496,446.501420292
76,3000000147,4,12,11,14.5,10.1,0,2,1909.44,317.933223712
76,3000000147,4,12,11,15,10.2,0,2,1595.107,1734.03396732
76,3000000147,4,12,11,15.5,10.2,0,2,659.498,880.939716168
76,3000000147,4,12,11,16,10.4,0,2,450.8504,165.138601504
76,3000000147,4,12,11,16.5,10.4,0,2,680.1548,585.706805892
76,3000000147,4,12,11,17,8,0,4,390.1914,332.529345108
76,3000000147,4,12,12,6.5,4.8,0,2,227.55,369.9992711
76,3000000147,4,12,12,7,4.5,0,2,410.1606,381.71041876
76,3000000147,4,12,12,7.5,4.5,0,2,1617.1794,1267.43314806
76,3000000147,4,12,12,8,5.1,0,2,3123.0976,2750.712548032
76,3000000147,4,12,12,8.5,5.1,0,2,4401.5488,3417.280505984
76,3000000147,4,12,12,9,6,0,2,5437.6626,5095.529838804
76,3000000147,4,12,12,9.5,6,0,2,6017.9728,5689.503247472
76,3000000147,4,12,12,10,7.5,0,2,6443.6802,6275.34409398
76,3000000147,4,12,12,10.5,7.5,0,2,6017.0532,6293.366797524
76,3000000147,4,12,12,11,7.9,0,2,3205.9464,4489.01247994
76,3000000147,4,12,12,11.5,7.9,0,2,2010.204,4597.996022544
76,3000000147,4,12,12,12,7.5,0,2,3700.1434,3748.170142196
76,3000000147,4,12,12,12.5,7.5,0,2,4200.2208,2497.795287072
76,3000000147,4,12,12,13,9.5,0,2,4409.973,4532.259922128
76,3000000147,4,12,12,13.5,9.5,0,2,3906.784,2463.692962304
76,3000000147,4,12,12,14,8.8,0,2,3019.4556,3883.398337188
76,3000000147,4,12,12,14.5,8.8,0,2,3539.536,2373.17745392
76,3000000147,4,12,12,15,8.4,0,2,2271.269,2030.96120672
76,3000000147,4,12,12,15.5,8.4,0,2,1108.4,1012.50200788
76,3000000147,4,12,12,16,7.8,0,2,481.28,514.4282112
76,3000000147,4,12,12,16.5,7.8,0,2,659.1936,342.819146644
76,3000000147,4,12,12,17,6.6,0,1,409.9806,361.065466152
76,3000000147,4,12,13,6.5,1.8,0,2,72.89,370
76,3000000147,4,12,13,7,2,0,4,553.6828,396.908964006
76,3000000147,4,12,13,7.5,2,0,4,389.7936,597.90185082
76,3000000147,4,12,13,8,3,0,10,742.4328,2242.371040656
76,3000000147,4,12,13,8.5,3,0,10,1949.5232,1822.924978688
76,3000000147,4,12,13,9,3.2,0,4,3224.4588,2721.30136257
76,3000000147,4,12,13,9.5,3.2,0,4,2958.4152,2584.860537676
76,3000000147,4,12,13,10,4.7,0,10,3699.7518,2164.449344988
76,3000000147,4,12,13,10.5,4.7,0,10,3920.9208,3852.355495164
76,3000000147,4,12,13,11,6,0,4,4917.1372,4005.08975078
76,3000000147,4,12,13,11.5,6,0,4,5539.2288,4465.414325952
