use_data1,use_data2,use_data3,use_data4,use_data5,use_data6,use_data7,use_data8,use_data9,use_data10,use_data11
57,1660000005,4,12,9,12.5,10.5,0,3,6225.3162,7028.688169206
57,1660000005,4,12,9,13,11,0,4,5879.1312,4774.862507184
57,1660000005,4,12,9,13.5,11,0,4,4515.9072,4318.007340192
57,1660000005,4,12,9,14,12.2,0,4,2442.4416,2254.33825488
57,1660000005,4,12,9,14.5,12.2,0,4,2016.414,1681.636799448
57,1660000005,4,12,9,15,11.1,0,4,1276.082,1096.406911776
57,1660000005,4,12,9,15.5,11.1,0,4,531.96,810.3343146
57,1660000005,4,12,9,16,11.5,0,4,107.6992,123.87456208
57,1660000005,4,12,9,16.5,11.5,0,4,107.8,63.612765986
57,1660000005,4,12,9,17,10.3,0,4,95.559,65.16582299
57,1660000005,4,12,10,6.5,12.1,6.5,10,107.8,107.787919932
57,1660000005,4,12,10,7,9,12,2,132.7168,254.260083136
57,1660000005,4,12,10,7.5,9,12,2,1122.4248,389.328771636
57,1660000005,4,12,10,8,9.2,0.5,2,2095.472,2158.18724408
57,1660000005,4,12,10,8.5,9.2,0.5,2,3793.1328,4148.950771584
57,1660000005,4,12,10,9,11.6,0,2,4123.232,5995.39917632
57,1660000005,4,12,10,9.5,11.6,0,2,5954.802,4700.8101675
57,1660000005,4,12,10,10,13.8,0,2,7361.0312,4533.075811632
57,1660000005,4,12,10,10.5,13.8,0,2,10422.0864,6138.258712322
57,1660000005,4,12,10,11,13.3,0,2,12028.2516,7382.715748956
57,1660000005,4,12,10,11.5,13.3,0,2,6650.163,11257.83495486
57,1660000005,4,12,10,12,13.3,0,2,3683.2974,5961.941741388
57,1660000005,4,12,10,12.5,13.3,0,2,4367.673,5486.535148302
57,1660000005,4,12,10,13,12,0,2,3417.6592,5012.647708112
57,1660000005,4,12,10,13.5,12,0,2,4869.7656,4175.005241064
57,1660000005,4,12,10,14,11.9,0,2,6340.5504,6036.165979488
57,1660000005,4,12,10,14.5,11.9,0,2,1896.9228,2051.013075264
57,1660000005,4,12,10,15,12.3,0,2,2247.428,1414.036672856
57,1660000005,4,12,10,15.5,12.3,0,2,515.22,1282.0771494
57,1660000005,4,12,10,16,10.8,0,2,349.5416,276.944944496
57,1660000005,4,12,10,16.5,10.8,0,2,107.8,95.318498814
57,1660000005,4,12,10,17,9.6,0,2,107.8194,106.459031692
57,1660000005,4,12,11,6.5,5.9,0,2,107.8,105.930605704
57,1660000005,4,12,11,7,6.1,0,4,108.112,377.50850128
57,1660000005,4,12,11,7.5,6.1,0,4,745.6484,885.39305414
57,1660000005,4,12,11,8,6.8,0,4,1352.61,1058.93878836
57,1660000005,4,12,11,8.5,6.8,0,4,4143.0528,2453.401514304
57,1660000005,4,12,11,9,7.1,0,4,6920.832,6949.69324672
57,1660000005,4,12,11,9.5,7.1,0,4,6883.712,6424.0609314
57,1660000005,4,12,11,10,8,0,4,7689.7376,3700.043150752
57,1660000005,4,12,11,10.5,8,0,4,9847.9644,10319.22814896
57,1660000005,4,12,11,11,9.5,0,2,5438.5164,9187.392539988
57,1660000005,4,12,11,11.5,9.5,0,2,3436.8984,4465.82633211
57,1660000005,4,12,11,12,10.2,0,4,6371.7492,3161.297531622
57,1660000005,4,12,11,12.5,10.2,0,4,8602.6572,6169.079811636
57,1660000005,4,12,11,13,10.1,0,2,6030.6064,4354.683272448
57,1660000005,4,12,11,13.5,10.1,0,2,1642.914,736.2134297868
57,1660000005,4,12,11,14,10.1,0,2,1665.6192,3657.998664864
57,1660000005,4,12,11,14.5,10.1,0,2,2713.446,4093.794302184
57,1660000005,4,12,11,15,10.2,0,2,1996.0208,2068.506104892
57,1660000005,4,12,11,15.5,10.2,0,2,107.88,274.7081616
57,1660000005,4,12,11,16,10.4,0,2,107.6992,127.782566984
57,1660000005,4,12,11,16.5,10.4,0,2,107.8,67.895962904
57,1660000005,4,12,11,17,8,0,4,107.8194,68.91169973
57,1660000005,4,12,12,6.5,4.8,0,2,107.8,108.00901342
57,1660000005,4,12,12,7,4.5,0,2,199.8208,193.353696736
57,1660000005,4,12,12,7.5,4.5,0,2,1314.7692,1080.002785812
57,1660000005,4,12,12,8,5.1,0,2,2902.744,2502.48218226
57,1660000005,4,12,12,8.5,5.1,0,2,2190.4992,5346.616146912
57,1660000005,4,12,12,9,6,0,2,4390.08,3622.35210624
57,1660000005,4,12,12,9.5,6,0,2,5917.7064,7716.596001432
57,1660000005,4,12,12,10,7.5,0,2,2440.396,8735.442006776
57,1660000005,4,12,12,10.5,7.5,0,2,3842.8348,4395.583116012
57,1660000005,4,12,12,11,7.9,0,2,7013.172,8674.230143688
57,1660000005,4,12,12,11.5,7.9,0,2,11781.9702,9318.33551376
57,1660000005,4,12,12,12,7.5,0,2,11855.2434,6836.762180598
57,1660000005,4,12,12,12.5,7.5,0,2,9354.5604,9789.730900866
57,1660000005,4,12,12,13,9.5,0,2,8974.9056,7958.854643584
57,1660000005,4,12,12,13.5,9.5,0,2,8433.6252,8333.858278452
57,1660000005,4,12,12,14,8.8,0,2,7005.3984,6773.460436512
57,1660000005,4,12,12,14.5,8.8,0,2,4983.7788,4706.743531176
57,1660000005,4,12,12,15,8.4,0,2,3813.0092,3804.011526772
57,1660000005,4,12,12,15.5,8.4,0,2,1861.86,1863.04761
57,1660000005,4,12,12,16,7.8,0,2,481.2808,457.069644816
57,1660000005,4,12,12,16.5,7.8,0,2,107.8,85.170837444
57,1660000005,4,12,12,17,6.6,0,1,107.8194,95.700435734
57,1660000005,4,12,13,6.5,1.8,0,2,107.8,101.772254122
57,1660000005,4,12,13,7,2,0,4,108.112,165.191601856
57,1660000005,4,12,13,7.5,2,0,4,132.198,787.524229068
57,1660000005,4,12,13,8,3,0,10,1258.142,725.23757758
57,1660000005,4,12,13,8.5,3,0,10,3016.3104,2567.531911392
57,1660000005,4,12,13,9,3.2,0,4,1411.712,4365.15105984
57,1660000005,4,12,13,9.5,3.2,0,4,1194.156,1754.211448848
57,1660000005,4,12,13,10,4.7,0,10,1524.0024,1434.538578328
57,1660000005,4,12,13,10.5,4.7,0,10,4992.3,2057.54615838
57,1660000005,4,12,13,11,6,0,4,2977.29,5367.51001836
57,1660000005,4,12,13,11.5,6,0,4,5480.0592,2804.34853292
57,1660000005,4,12,13,12,6.8,0,10,11115.216,6463.765133832
57,1660000005,4,12,13,12.5,6.8,0,10,10084.3488,9643.73518341
57,1660000005,4,12,13,13,8.3,0,4,8444.7424,8201.179082896
57,1660000005,4,12,13,13.5,8.3,0,4,7364.8932,9666.71873084
57,1660000005,4,12,13,14,8.7,0,2,5956.736,7088.82116576
57,1660000005,4,12,13,14.5,8.7,0,2,4334.58,4156.9211312
57,1660000005,4,12,13,15,7.5,0,4,838.032,2953.25307212
57,1660000005,4,12,13,15.5,7.5,0,4,1140.56,411.00426072
57,1660000005,4,12,13,16,7,0,2,381.444,268.29945828
57,1660000005,4,12,13,16.5,7,0,2,107.8,87.616993002
57,1660000005,4,12,13,17,6.5,0,1,107.8194,116.372499046
57,1660000005,4,12,14,6.5,1.2,0,1,107.8,107.98348638
57,1660000005,4,12,14,7,0.3,0,2,302.992,127.30783776
57,1660000005,4,12,14,7.5,0.3,0,2,1644.7648,1159.419390624
57,1660000005,4,12,14,8,2.4,0,2,3113.15,2740.41817564
57,1660000005,4,12,14,8.5,2.4,0,2,5381.7696,5788.299727584
57,1660000005,4,12,14,9,4.4,0,2,6886.4,7722.79993536
57,1660000005,4,12,14,9.5,4.4,0,2,7619.1824,8058.680116824
57,1660000005,4,12,14,10,5.3,0,2,8755.5432,6396.866698888
57,1660000005,4,12,14,10.5,5.3,0,2,10727.898,10575.11997438
57,1660000005,4,12,14,11,6.5,0,2,10585.92,12801.97119984
57,1660000005,4,12,14,11.5,6.5,0,2,11731.1224,10865.017784768
57,1660000005,4,12,14,12,8.5,0,2,11988.5544,13157.997655224
57,1660000005,4,12,14,12.5,8.5,0,2,10250.2098,10955.365740594
57,1660000005,4,12,14,13,9.1,0,2,9476.6672,8572.348137984
57,1660000005,4,12,14,13.5,9.1,0,2,8699.8508,10956.421720728
57,1660000005,4,12,14,14,7.4,0,4,7368.448,7012.640624
57,1660000005,4,12,14,14.5,7.4,0,4,5528.16,6614.2838074
57,1660000005,4,12,14,15,6.9,0,2,2863.276,3465.86422416
57,1660000005,4,12,14,15.5,6.9,0,2,1026.504,1285.1966732
57,1660000005,4,12,14,16,6.2,0,4,145.768,299.6030884
57,1660000005,4,12,14,16.5,6.2,0,4,107.8,71.775974886
57,1660000005,4,12,14,17,5.3,0,4,107.8194,108.105744046
57,1660000005,4,12,15,6.5,4.2,0,10,107.8,107.8
57,1660000005,4,12,15,7,4.2,0,2,214.368,77.09237968
57,1660000005,4,12,15,7.5,4.2,0,2,763.0592,1339.85367184
57,1660000005,4,12,15,8,4.9,0,4,2941.39,1817.88323538
57,1660000005,4,12,15,8.5,4.9,0,4,3583.1808,5215.488245856
57,1660000005,4,12,15,9,5.4,0,2,3994.112,5057.76055296
57,1660000005,4,12,15,9.5,5.4,0,2,7784.8168,4473.872668704
57,1660000005,4,12,15,10,6.9,0,4,7380.9528,9092.948067816
57,1660000005,4,12,15,10.5,6.9,0,4,10217.574,9259.38865914
57,1660000005,4,12,15,11,7.6,0,4,10294.8072,10634.470204896
57,1660000005,4,12,15,11.5,7.6,0,4,10331.4536,11484.431129848
57,1660000005,4,12,15,12,7.8,0,4,10506.5256,13102.404373104
57,1660000005,4,12,15,12.5,7.8,0,4,5362.839,10149.992381988
57,1660000005,4,12,15,13,8.1,0,4,8749.8912,7923.91527516
57,1660000005,4,12,15,13.5,8.1,0,4,6029.9356,8697.814310868
57,1660000005,4,12,15,14,7.8,0,2,3512.064,6161.29539296
57,1660000005,4,12,15,14.5,7.8,0,2,2847.84,3807.419688
57,1660000005,4,12,15,15,7.5,0,4,2325.128,1391.43246996
57,1660000005,4,12,15,15.5,7.5,0,4,819.912,901.47878256
57,1660000005,4,12,15,16,6.7,0,2,159.068,213.2184446
57,1660000005,4,12,15,16.5,6.7,0,2,107.8,29.697733604
57,1660000005,4,12,15,17,6,0,1,107.8,104.019717032
57,1660000005,4,12,16,6.5,4,0,2,107.8,107.799993532
57,1660000005,4,12,16,7,3.7,0,2,107.7752,234.487155552
57,1660000005,4,12,16,7.5,3.7,0,2,801.66,693.0592128
57,1660000005,4,12,16,8,4.1,0,2,1064.912,2045.96827748
57,1660000005,4,12,16,8.5,4.1,0,2,2939.328,2434.375454112
57,1660000005,4,12,16,9,5.3,0,2,4794.656,4618.10049696
57,1660000005,4,12,16,9.5,5.3,0,2,5657.7224,8308.7271248
57,1660000005,4,12,16,10,7.2,0,2,7620.012,8119.380073464
57,1660000005,4,12,16,10.5,7.2,0,2,9666.2884,10111.944097604
57,1660000005,4,12,16,11,8.9,0,2,9156.8208,9578.073327732
57,1660000005,4,12,16,11.5,8.9,0,2,6654.3576,7715.30477116
57,1660000005,4,12,16,12,9.1,0,2,5107.7064,6219.615180024
57,1660000005,4,12,16,12.5,9.1,0,2,9553.5936,4150.313375814
57,1660000005,4,12,16,13,9.7,0,2,6796.032,7309.441741644
57,1660000005,4,12,16,13.5,9.7,0,2,6007.3092,9583.6634387
57,1660000005,4,12,16,14,9.4,0,3,6559.296,5970.72425824
57,1660000005,4,12,16,14.5,9.4,0,3,4920.9,5674.4497716
57,1660000005,4,12,16,15,8.7,0,2,3245.32,3421.13077436
57,1660000005,4,12,16,15.5,8.7,0,2,1508.552,1657.65538592
57,1660000005,4,12,16,16,7.8,0,3,532,395.07754804
57,1660000005,4,12,16,16.5,7.8,0,3,107.8,96.336754976
57,1660000005,4,12,16,17,6.9,0,3,107.8,96.503500016
57,1660000005,4,12,17,6.5,4.2,0,4,107.8,107.197986588
57,1660000005,4,12,17,7,3.6,0,4,107.7752,157.080663584
57,1660000005,4,12,17,7.5,3.6,0,4,637.98,893.9025894
57,1660000005,4,12,17,8,3.7,0,4,1782.01,1677.5689703
57,1660000005,4,12,17,8.5,3.7,0,4,2848.3488,3534.817237056
57,1660000005,4,12,17,9,5.1,0,4,4295.392,5183.56397664
57,1660000005,4,12,17,9.5,5.1,0,4,4816.5168,4640.955455664
57,1660000005,4,12,17,10,6.2,0,4,5000.3216,5617.957837752
57,1660000005,4,12,17,10.5,6.2,0,4,5031.6196,6362.04151054
57,1660000005,4,12,17,11,7.9,0,4,5094.474,5964.176533452
57,1660000005,4,12,17,11.5,7.9,0,4,5681.7064,4675.893250416
57,1660000005,4,12,17,12,9.9,0,4,8614.2924,6178.264591644
57,1660000005,4,12,17,12.5,9.9,0,4,9885.3156,7350.262793226
57,1660000005,4,12,17,13,11.3,0,4,6923.4576,9075.817107852
57,1660000005,4,12,17,13.5,11.3,0,4,7772.1684,7024.712855844
57,1660000005,4,12,17,14,10.9,0,4,5896.48,6737.404128
57,1660000005,4,12,17,14.5,10.9,0,4,2980.46,5830.7449544
57,1660000005,4,12,17,15,10.6,0,4,1996.488,1747.95449296
57,1660000005,4,12,17,15.5,10.6,0,4,800.544,1039.94795288
57,1660000005,4,12,17,16,10.1,0,4,200.032,188.82316432
57,1660000005,4,12,17,16.5,10.1,0,4,107.8,69.353374706
57,1660000005,4,12,17,17,9.5,0,4,107.8,62.905575348
57,1660000005,4,12,18,6.5,5.9,0,10,107.8,107.8
57,1660000005,4,12,18,7,5.7,0.5,10,107.7752,124.028312824
57,1660000005,4,12,18,7.5,5.7,0.5,10,107.88,196.644594
57,1660000005,4,12,18,8,5.8,0,10,107.35,488.75282738
57,1660000005,4,12,18,8.5,5.8,0,10,272.9376,538.6744342656
57,1660000005,4,12,18,9,6,0.5,10,533.696,469.729108416
57,1660000005,4,12,18,9.5,6,0.5,10,528.4308,581.7988976568
57,1660000005,4,12,18,10,5.8,1,10,876.5504,953.9669030136
57,1660000005,4,12,18,10.5,5.8,1,10,1008.4696,768.688089814
57,1660000005,4,12,18,11,5.8,1,10,1058.592,1292.3235692244
57,1660000005,4,12,18,11.5,5.8,1,10,948.928,1120.4497725696
57,1660000005,4,12,18,12,6.2,1.5,10,1429.0992,1187.6844891312
57,1660000005,4,12,18,12.5,6.2,1.5,10,1935.045,1150.896541842
57,1660000005,4,12,18,13,6.3,1.5,10,1231.7808,1638.89550414
57,1660000005,4,12,18,13.5,6.3,1.5,10,531.7204,974.1851728416
57,1660000005,4,12,18,14,6.4,1,10,361.536,272.5006584
57,1660000005,4,12,18,14.5,6.4,1,10,230.34,278.2533724
57,1660000005,4,12,18,15,6.5,2,10,230.048,162.28949776
57,1660000005,4,12,18,15.5,6.5,2,10,107.6,151.931639008
57,1660000005,4,12,18,16,6.5,2.5,10,107.996,44.454307296
57,1660000005,4,12,18,16.5,6.5,2.5,10,107.8,33.634410656
57,1660000005,4,12,18,17,6.3,2,10,107.8,64.68326634
57,1660000005,4,12,19,6.5,6.1,0.5,10,107.8,107.799980596
57,1660000005,4,12,19,7,6.2,1,4,107.7752,235.769935336
57,1660000005,4,12,19,7.5,6.2,1,4,548.7,674.1581718
57,1660000005,4,12,19,8,6.5,0,10,1237.7634,1110.075302064
57,1660000005,4,12,19,8.5,6.5,0,10,2134.512,1560.602889216
57,1660000005,4,12,19,9,7.4,0,4,2444.672,3136.1771728
57,1660000005,4,12,19,9.5,7.4,0,4,2711.4564,2809.574218152
57,1660000005,4,12,19,10,8.2,0,10,3097.8088,2991.734647072
57,1660000005,4,12,19,10.5,8.2,0,10,2864.4828,3126.363687704
57,1660000005,4,12,19,11,9,0,10,2897.8956,3089.92617366
57,1660000005,4,12,19,11.5,9,0,10,3428.0024,2489.656607824
57,1660000005,4,12,19,12,8.7,0,10,2937.5928,3085.81420536
57,1660000005,4,12,19,12.5,8.7,0,10,2167.2504,1880.63982765
57,1660000005,4,12,19,13,9,0,10,3992.6688,2130.143279244
57,1660000005,4,12,19,13.5,9,0,10,2206.074,3535.229399116
57,1660000005,4,12,19,14,9.3,0,10,602.56,1850.25534016
57,1660000005,4,12,19,14.5,9.3,0,10,1123.78,545.17125272
57,1660000005,4,12,19,15,9.4,0,10,1100.944,640.84438496
57,1660000005,4,12,19,15.5,9.4,0,10,413.184,595.22282056
57,1660000005,4,12,19,16,9.1,0,10,107.996,98.13090588
57,1660000005,4,12,19,16.5,9.1,0,10,95.6186,32.47542914
57,1660000005,4,12,19,17,8.8,0,10,107.8,51.5703881
57,1660000005,4,12,20,6.5,5.1,0,2,107.8,107.799980596
57,1660000005,4,12,20,7,4.8,0,1,132.8184,238.274434216
57,1660000005,4,12,20,7.5,4.8,0,1,1102.488,738.79566312
57,1660000005,4,12,20,8,5.4,0,2,2826.6402,2163.787327608
57,1660000005,4,12,20,8.5,5.4,0,2,4667.9328,5921.321465664
57,1660000005,4,12,20,9,6.6,0,1,6430.176,7698.97213056
57,1660000005,4,12,20,9.5,6.6,0,1,8316.288,7852.064400924
57,1660000005,4,12,20,10,6.5,0,2,9970.7608,9277.958174072
57,1660000005,4,12,20,10.5,6.5,0,2,10739.1284,10711.899935368
57,1660000005,4,12,20,11,7.8,0,2,11379.864,12892.016887896
57,1660000005,4,12,20,11.5,7.8,0,2,10877.0872,11195.585038072
57,1660000005,4,12,20,12,6.8,0,2,10638.8496,13130.969948928
57,1660000005,4,12,20,12.5,6.8,0,2,10913.6538,10404.103707702
57,1660000005,4,12,20,13,7.6,0,2,5362.494,8924.991283044
57,1660000005,4,12,20,13.5,7.6,0,2,6267.5128,4092.39510916
57,1660000005,4,12,20,14,7.2,0,4,8427.232,6615.96814528
57,1660000005,4,12,20,14.5,7.2,0,4,6044.68,6724.1775556
57,1660000005,4,12,20,15,6.6,0,2,3208.348,4131.4377832
57,1660000005,4,12,20,15.5,6.6,0,2,1198.664,1502.68054776
57,1660000005,4,12,20,16,6,0,4,349.524,423.42504036
57,1660000005,4,12,20,16.5,6,0,4,107.8,96.247217374
57,1660000005,4,12,20,17,5.7,0,4,107.8,89.957668416
57,1660000005,4,12,21,6.5,4,0.5,10,107.8,107.39054865
57,1660000005,4,12,21,7,3.6,0.5,10,447.6472,146.63772968
57,1660000005,4,12,21,7.5,3.6,0.5,10,584.472,376.62683856
57,1660000005,4,12,21,8,3.8,0,10,950.4888,665.32868292
57,1660000005,4,12,21,8.5,3.8,0,10,1546.6464,2073.948966144
57,1660000005,4,12,21,9,4.3,0,10,2900.896,2393.20795296
57,1660000005,4,12,21,9.5,4.3,0,10,6193.902,2856.586713984
57,1660000005,4,12,21,10,4.9,0.5,10,9083.5008,6392.07965376
57,1660000005,4,12,21,10.5,4.9,0.5,10,9307.866,10728.21484464
57,1660000005,4,12,21,11,6.4,0,2,8998.032,10269.660611688
57,1660000005,4,12,21,11.5,6.4,0,2,7543.9776,7323.806376512
57,1660000005,4,12,21,12,7.6,0,10,9739.0464,9725.222644044
57,1660000005,4,12,21,12.5,7.6,0,10,11068.4574,9270.094469436
57,1660000005,4,12,21,13,8.1,0,2,5383.7316,9402.198137472
57,1660000005,4,12,21,13.5,8.1,0,2,7579.844,6933.748505584
57,1660000005,4,12,21,14,7.8,0,2,4940.992,7588.03773568
57,1660000005,4,12,21,14.5,7.8,0,2,4125.18,4459.4877282
57,1660000005,4,12,21,15,8.3,0,2,1938.976,2490.37529884
57,1660000005,4,12,21,15.5,8.3,0,2,514.328,952.23510136
57,1660000005,4,12,21,16,6.7,0,2,318.136,122.5020706
57,1660000005,4,12,21,16.5,6.7,0,2,107.8,12.611686934
57,1660000005,4,12,21,17,5.9,0,1,107.8,108.3566792
57,1660000005,4,12,22,6.5,3.4,0,1,107.8,107.8
57,1660000005,4,12,22,7,2.1,0,1,133.1816,166.684508472
57,1660000005,4,12,22,7.5,2.1,0,1,1218.36,726.12770112
57,1660000005,4,12,22,8,3.4,0,2,2826.6402,2498.694148782
57,1660000005,4,12,22,8.5,3.4,0,2,5073.84,6123.36765312
57,1660000005,4,12,22,9,5,0,1,6869.184,7865.77597472
57,1660000005,4,12,22,9.5,5,0,1,8264.3112,7895.0463558
57,1660000005,4,12,22,10,6.3,0,2,9395.6832,9798.06214464
57,1660000005,4,12,22,10.5,6.3,0,2,10694.616,10579.71965772
57,1660000005,4,12,22,11,8.2,0,2,10294.4272,11227.40596587
57,1660000005,4,12,22,11.5,8.2,0,2,10580.5472,10918.05182868
57,1660000005,4,12,22,12,8.2,0,2,8627.5248,11064.665453196
57,1660000005,4,12,22,12.5,8.2,0,2,4553.5976,9489.784809168
57,1660000005,4,12,22,13,9.1,0,2,6434.9928,5136.375361416
57,1660000005,4,12,22,13.5,9.1,0,2,6708.7276,5597.681646324
57,1660000005,4,12,22,14,8.1,0,2,6946.656,7718.83379936
57,1660000005,4,12,22,14.5,8.1,0,2,5165.2,6904.0959202
57,1660000005,4,12,22,15,7.4,0,2,1507.636,3494.0875398
57,1660000005,4,12,22,15.5,7.4,0,2,413.184,966.50813376
57,1660000005,4,12,22,16,6.3,0,2,145.768,135.25520652
57,1660000005,4,12,22,16.5,6.3,0,2,107.8,48.725264742
57,1660000005,4,12,22,17,5.6,0,2,95.6186,93.638030486
57,1660000005,4,12,23,6.5,1.8,0,4,107.8,105.430203494
57,1660000005,4,12,23,7,1.8,0,4,107.6992,253.01008584
57,1660000005,4,12,23,7.5,1.8,0,4,1026.7296,299.465070652
57,1660000005,4,12,23,8,2.4,0,3,1490.7438,2614.969532448
57,1660000005,4,12,23,8.5,2.4,0,3,2519.8056,2084.521189366
57,1660000005,4,12,23,9,3.6,0,4,3171.65,2660.6779335
57,1660000005,4,12,23,9.5,3.6,0,4,5804.1492,2946.346122216
57,1660000005,4,12,23,10,4.5,0,3,7129.8432,5458.935846144
57,1660000005,4,12,23,10.5,4.5,0,3,8952.858,6845.6702964
57,1660000005,4,12,23,11,7.1,0,2,9416.5146,5863.41710432
57,1660000005,4,12,23,11.5,7.1,0,2,8611.5216,7624.503985928
57,1660000005,4,12,23,12,8.7,0,3,10771.1736,10379.589039336
57,1660000005,4,12,23,12.5,8.7,0,3,9999.6088,8505.381672928
57,1660000005,4,12,23,13,8.8,0,2,8282.664,6701.268979296
57,1660000005,4,12,23,13.5,8.8,0,2,7398.8328,7536.262951564
57,1660000005,4,12,23,14,9.4,0,1,6361.312,6857.8201488
57,1660000005,4,12,23,14.5,9.4,0,1,5423.46,4857.2244614
57,1660000005,4,12,23,15,9.1,0,2,3471.26,3046.95449812
57,1660000005,4,12,23,15.5,9.1,0,2,951.184,1842.40396184
57,1660000005,4,12,23,16,7.7,0,1,447.412,265.19525424
57,1660000005,4,12,23,16.5,7.7,0,1,107.8,42.038791872
57,1660000005,4,12,23,17,7,0,2,107.8,92.979879146
57,1660000005,4,12,24,6.5,0.8,0,2,107.8,104.344622998
57,1660000005,4,12,24,7,1.2,0,2,107.6992,255.369405096
57,1660000005,4,12,24,7.5,1.2,0,2,1217.596,680.684588122
57,1660000005,4,12,24,8,2.1,0,2,2788.5312,2886.549939
57,1660000005,4,12,24,8.5,2.1,0,2,4646.5646,3899.152677324
57,1660000005,4,12,24,9,3.7,0,2,6177.1,6588.06100875
57,1660000005,4,12,24,9.5,3.7,0,2,7641.8526,8021.927165574
57,1660000005,4,12,24,10,5.8,0,2,8902.2336,9249.7681392
57,1660000005,4,12,24,10.5,5.8,0,2,9851.472,10226.52874398
57,1660000005,4,12,24,11,8,0,2,10967.8944,11057.085870466
57,1660000005,4,12,24,11.5,8,0,2,10367.0384,11380.817207064
57,1660000005,4,12,24,12,9.2,0,2,10506.5256,12056.24672706
57,1660000005,4,12,24,12.5,9.2,0,2,10686.0808,10567.084997632
57,1660000005,4,12,24,13,10.5,0,2,6870.3636,9519.435742188
57,1660000005,4,12,24,13.5,10.5,0,2,4853.3628,5782.891287976
57,1660000005,4,12,24,14,11.3,0,2,6025.6,5006.28101152
57,1660000005,4,12,24,14.5,11.3,0,2,3957.66,4914.8847756
57,1660000005,4,12,24,15,9.3,0,2,2152.592,2367.47379804
57,1660000005,4,12,24,15.5,9.3,0,2,744.592,802.61814064
57,1660000005,4,12,24,16,7.7,0,2,302.708,207.6335618
57,1660000005,4,12,24,16.5,7.7,0,2,107.8,44.24260764
57,1660000005,4,12,24,17,6.6,0,2,107.8,94.923479728
57,1660000005,4,12,25,6.5,1.4,0,1,107.8,106.643096868
57,1660000005,4,12,25,7,1.5,0,1,107.6992,264.764727512
57,1660000005,4,12,25,7.5,1.5,0,1,1064.5738,1172.420917748
57,1660000005,4,12,25,8,2,0,2,2595.5748,2727.091672578
57,1660000005,4,12,25,8.5,2,0,2,4662.7172,4172.369437438
57,1660000005,4,12,25,9,3.9,0,1,6447.175,6801.908125
57,1660000005,4,12,25,9.5,3.9,0,1,8207.2998,7646.324954736
57,1660000005,4,12,25,10,5.5,0,2,9526.5984,9396.227303712
57,1660000005,4,12,25,10.5,5.5,0,2,9773.814,10443.2104284
57,1660000005,4,12,25,11,6.9,0,2,9997.2592,10282.500134128
57,1660000005,4,12,25,11.5,6.9,0,2,10331.4536,10747.159147928
57,1660000005,4,12,25,12,7.3,0,2,11551.8852,12172.21812714
57,1660000005,4,12,25,12.5,7.3,0,2,10731.8456,10437.507915856
57,1660000005,4,12,25,13,8.9,0,2,9195.8808,9898.516389576
57,1660000005,4,12,25,13.5,8.9,0,2,7953.1796,10386.814771512
57,1660000005,4,12,25,14,9.1,0,4,6481.824,8281.23162592
57,1660000005,4,12,25,14.5,9.1,0,4,4976.74,6203.1901462
57,1660000005,4,12,25,15,9.1,0,2,3208.348,3404.43356188
57,1660000005,4,12,25,15.5,9.1,0,2,1547.288,1696.34817376
57,1660000005,4,12,25,16,9,0,4,463.904,364.27198164
57,1660000005,4,12,25,16.5,9,0,4,107.8,95.518514168
57,1660000005,4,12,25,17,8,0,4,107.8,96.929514836
57,1660000005,4,12,26,6.5,4.2,0,4,107.8,108.14939058
57,1660000005,4,12,26,7,4.4,0,4,107.6992,462.67384
57,1660000005,4,12,26,7.5,4.4,0,4,200.7388,270.712133456
57,1660000005,4,12,26,8,4.7,0,4,1216.8702,777.543582816
57,1660000005,4,12,26,8.5,4.7,0,4,1626.0284,1989.438047994
57,1660000005,4,12,26,9,5.6,0,4,2135.404,2874.550605156
57,1660000005,4,12,26,9.5,5.6,0,4,2037.273,2125.20960231
57,1660000005,4,12,26,10,7,0,4,2134.9248,2182.525768128
57,1660000005,4,12,26,10.5,7,0,4,2485.056,2073.31982946
57,1660000005,4,12,26,11,7.1,0,4,2630.2584,2485.46210576
57,1660000005,4,12,26,11.5,7.1,0,4,1470.8384,2263.589694672
57,1660000005,4,12,26,12,7.4,0,4,2249.508,1689.988669104
57,1660000005,4,12,26,12.5,7.4,0,4,2379.7696,1887.172051948
57,1660000005,4,12,26,13,7.9,0,4,1699.008,1156.204464264
57,1660000005,4,12,26,13.5,7.9,0,4,2285.2664,1872.25710458
57,1660000005,4,12,26,14,8.3,0,10,2866.464,1662.3653392
57,1660000005,4,12,26,14.5,8.3,0,10,1549.56,2586.1141508
57,1660000005,4,12,26,15,8.7,0,4,620.308,876.98910884
57,1660000005,4,12,26,15.5,8.7,0,4,172.16,337.40329984
57,1660000005,4,12,26,16,8.5,0,10,107.996,83.97581164
57,1660000005,4,12,26,16.5,8.5,0,10,107.8,41.859267142
57,1660000005,4,12,26,17,8,0,10,107.8,81.465860322
57,1660000005,4,12,27,6.5,5.2,0,3,107.8,107.95743112
57,1660000005,4,12,27,7,5.9,0,4,107.6992,330.4900202
57,1660000005,4,12,27,7.5,5.9,0,4,620.3158,804.193149598
57,1660000005,4,12,27,8,6.5,0,4,1431.612,1597.163736168
57,1660000005,4,12,27,8.5,6.5,0,4,2670.5632,2725.15575748
57,1660000005,4,12,27,9,7,0,4,4146.8168,3789.56439964
57,1660000005,4,12,27,9.5,7,0,4,5878.9878,4693.729310496
