BuildingIndex,Year,Month,Day,Hour,Quarter,P1(DayOfWeek),P2(Holiday),P3(Temp),P4(CloudCover),P5(SolarIrradiance),Generation
1,2019,03,14,18,3,4,4,11.4,3,0,1.568
1,2019,03,14,19,0,4,4,11.4,3,0,1.568
1,2019,03,14,19,1,4,4,10.2,3,0,1.568
1,2019,03,14,19,2,4,4,10.2,3,0,1.568
1,2019,03,14,19,3,4,4,10.2,3,0,1.568
1,2019,03,14,20,0,4,4,10.2,3,0,1.568
1,2019,03,14,20,1,4,4,9.5,2,0,1.568
1,2019,03,14,20,2,4,4,9.5,2,0,1.568
1,2019,03,14,20,3,4,4,9.5,2,0,1.568
1,2019,03,14,21,0,4,4,9.5,2,0,1.568
1,2019,03,14,21,1,4,4,7.7,3,0,1.568
1,2019,03,14,21,2,4,4,7.7,3,0,1.568
1,2019,03,14,21,3,4,4,7.7,3,0,1.568
1,2019,03,14,22,0,4,4,7.7,3,0,1.568
1,2019,03,14,22,1,4,4,7.5,3,0,1.568
1,2019,03,14,22,2,4,4,7.5,3,0,1.568
1,2019,03,14,22,3,4,4,7.5,3,0,1.568
1,2019,03,14,23,0,4,4,7.5,3,0,1.568
1,2019,03,14,23,1,4,4,7.5,3,0,1.568
1,2019,03,14,23,2,4,4,7.5,3,0,1.568
1,2019,03,14,23,3,4,4,7.5,3,0,1.568
1,2019,03,15,00,0,4,4,7.5,3,0,1.568
1,2019,03,15,00,1,5,4,5.8,3,0,1.568
1,2019,03,15,00,2,5,4,5.8,3,0,1.568
1,2019,03,15,00,3,5,4,5.8,3,0,1.568
1,2019,03,15,01,0,5,4,5.8,3,0,1.568
1,2019,03,15,01,1,5,4,5.9,3,0,1.568
1,2019,03,15,01,2,5,4,5.9,3,0,1.568
1,2019,03,15,01,3,5,4,5.9,3,0,1.568
1,2019,03,15,02,0,5,4,5.9,3,0,1.568
1,2019,03,15,02,1,5,4,5.4,3,0,1.568
1,2019,03,15,02,2,5,4,5.4,3,0,1.568
1,2019,03,15,02,3,5,4,5.4,3,0,1.568
1,2019,03,15,03,0,5,4,5.4,3,0,1.568
1,2019,03,15,03,1,5,4,5,1,0,1.568
1,2019,03,15,03,2,5,4,5,1,0,1.568
1,2019,03,15,03,3,5,4,5,1,0,1.568
1,2019,03,15,04,0,5,4,5,1,0,1.568
1,2019,03,15,04,1,5,4,4.4,3,0,1.568
1,2019,03,15,04,2,5,4,4.4,3,0,1.568
1,2019,03,15,04,3,5,4,4.4,3,0,1.568
1,2019,03,15,05,0,5,4,4.4,3,0,1.568
1,2019,03,15,05,1,5,4,4.4,4,0,1.568
1,2019,03,15,05,2,5,4,4.4,4,0,1.568
1,2019,03,15,05,3,5,4,4.4,4,0,1.568
1,2019,03,15,06,0,5,4,4.4,4,0,1.568
1,2019,03,15,06,1,5,4,4.2,4,0,1.568
1,2019,03,15,06,2,5,4,4.2,4,0,1.568
1,2019,03,15,06,3,5,4,4.2,4,0,1.568
1,2019,03,15,07,0,5,4,4.2,4,0,1.568
1,2019,03,15,07,1,5,4,5.1,4,0.07,1.568
1,2019,03,15,07,2,5,4,5.1,4,0.07,1.568
1,2019,03,15,07,3,5,4,5.1,4,0.07,1.568
1,2019,03,15,08,0,5,4,5.1,4,0.07,1.568
1,2019,03,15,08,1,5,4,6.5,4,0.39,1.568
1,2019,03,15,08,2,5,4,6.5,4,0.39,1.568
1,2019,03,15,08,3,5,4,6.5,4,0.39,1.568
1,2019,03,15,09,0,5,4,6.5,4,0.39,1.568
1,2019,03,15,09,1,5,4,8.7,3,0.99,1.568
1,2019,03,15,09,2,5,4,8.7,3,0.99,1.568
1,2019,03,15,09,3,5,4,8.7,3,0.99,1.568
1,2019,03,15,10,0,5,4,8.7,3,0.99,1.568
1,2019,03,15,10,1,5,4,9.8,3,2.02,1.568
1,2019,03,15,10,2,5,4,9.8,3,2.02,1.568
1,2019,03,15,10,3,5,4,9.8,3,2.02,1.568
1,2019,03,15,11,0,5,4,9.8,3,2.02,1.568
1,2019,03,15,11,1,5,4,10.7,3,2.53,1.568
1,2019,03,15,11,2,5,4,10.7,3,2.53,0.0
1,2019,03,15,11,3,5,4,10.7,3,2.53,0.0
1,2019,03,15,12,0,5,4,10.7,3,2.53,1.568
1,2019,03,15,12,1,5,4,12.5,2,2.93,1.568
1,2019,03,15,12,2,5,4,12.5,2,2.93,1.568
1,2019,03,15,12,3,5,4,12.5,2,2.93,1.568
1,2019,03,15,13,0,5,4,12.5,2,2.93,1.568
1,2019,03,15,13,1,5,4,11.7,3,2.24,1.568
1,2019,03,15,13,2,5,4,11.7,3,2.24,1.568
1,2019,03,15,13,3,5,4,11.7,3,2.24,1.568
1,2019,03,15,14,0,5,4,11.7,3,2.24,1.568
1,2019,03,15,14,1,5,4,9.2,4,0.63,1.568
1,2019,03,15,14,2,5,4,9.2,4,0.63,1.568
1,2019,03,15,14,3,5,4,9.2,4,0.63,1.568
1,2019,03,15,15,0,5,4,9.2,4,0.63,1.568
1,2019,03,15,15,1,5,4,8.4,4,0.35,1.568
1,2019,03,15,15,2,5,4,8.4,4,0.35,1.568
1,2019,03,15,15,3,5,4,8.4,4,0.35,1.568
1,2019,03,15,16,0,5,4,8.4,4,0.35,1.568
1,2019,03,15,16,1,5,4,9.6,2,1.03,1.568
1,2019,03,15,16,2,5,4,9.6,2,1.03,1.568
1,2019,03,15,16,3,5,4,9.6,2,1.03,1.568
1,2019,03,15,17,0,5,4,9.6,2,1.03,1.568
1,2019,03,15,17,1,5,4,8.8,3,0.28,1.568
1,2019,03,15,17,2,5,4,8.8,3,0.28,1.568
1,2019,03,15,17,3,5,4,8.8,3,0.28,1.568
1,2019,03,15,18,0,5,4,8.8,3,0.28,1.568
1,2019,03,15,18,1,5,4,6.9,4,0.01,1.568
1,2019,03,15,18,2,5,4,6.9,4,0.01,1.568
1,2019,03,15,18,3,5,4,6.9,4,0.01,1.568
1,2019,03,15,19,0,5,4,6.9,4,0.01,1.568
1,2019,03,15,19,1,5,4,5.9,4,0,1.568
1,2019,03,15,19,2,5,4,5.9,4,0,1.568
1,2019,03,15,19,3,5,4,5.9,4,0,1.568
1,2019,03,15,20,0,5,4,5.9,4,0,1.568
1,2019,03,15,20,1,5,4,5.3,3,0,1.568
1,2019,03,15,20,2,5,4,5.3,3,0,1.568
1,2019,03,15,20,3,5,4,5.3,3,0,1.568
1,2019,03,15,21,0,5,4,5.3,3,0,1.568
1,2019,03,15,21,1,5,4,4.5,3,0,1.568
1,2019,03,15,21,2,5,4,4.5,3,0,1.568
1,2019,03,15,21,3,5,4,4.5,3,0,1.568
1,2019,03,15,22,0,5,4,4.5,3,0,1.568
1,2019,03,15,22,1,5,4,4,2,0,1.568
1,2019,03,15,22,2,5,4,4,2,0,1.568
1,2019,03,15,22,3,5,4,4,2,0,1.568
1,2019,03,15,23,0,5,4,4,2,0,1.568
1,2019,03,15,23,1,5,4,4,2,0,1.568
1,2019,03,15,23,2,5,4,4,2,0,1.568
1,2019,03,15,23,3,5,4,4,2,0,1.568
1,2019,03,16,00,0,5,1,4,2,0,1.568
1,2019,03,16,00,1,6,5,3.6,3,0,1.568
1,2019,03,16,00,2,6,5,3.6,3,0,1.568
1,2019,03,16,00,3,6,5,3.6,3,0,1.568
1,2019,03,16,01,0,6,5,3.6,3,0,1.568
1,2019,03,16,01,1,6,5,3.4,1,0,1.568
1,2019,03,16,01,2,6,5,3.4,1,0,1.568
1,2019,03,16,01,3,6,5,3.4,1,0,1.568
1,2019,03,16,02,0,6,5,3.4,1,0,1.568
1,2019,03,16,02,1,6,5,3.6,2,0,1.568
1,2019,03,16,02,2,6,5,3.6,2,0,1.568
1,2019,03,16,02,3,6,5,3.6,2,0,1.568
1,2019,03,16,03,0,6,5,3.6,2,0,1.568
1,2019,03,16,03,1,6,5,3.7,2,0,1.568
1,2019,03,16,03,2,6,5,3.7,2,0,1.568
1,2019,03,16,03,3,6,5,3.7,2,0,1.568
1,2019,03,16,04,0,6,5,3.7,2,0,1.568
1,2019,03,16,04,1,6,5,3.7,3,0,1.568
1,2019,03,16,04,2,6,5,3.7,3,0,1.568
1,2019,03,16,04,3,6,5,3.7,3,0,1.568
1,2019,03,16,05,0,6,5,3.7,3,0,1.568
1,2019,03,16,05,1,6,5,3.4,1,0,1.568
1,2019,03,16,05,2,6,5,3.4,1,0,1.568
1,2019,03,16,05,3,6,5,3.4,1,0,1.568
1,2019,03,16,06,0,6,5,3.4,1,0,1.568
1,2019,03,16,06,1,6,5,3.3,1,0.01,1.568
1,2019,03,16,06,2,6,5,3.3,1,0.01,1.568
1,2019,03,16,06,3,6,5,3.3,1,0.01,1.568
1,2019,03,16,07,0,6,5,3.3,1,0.01,1.568
1,2019,03,16,07,1,6,5,4,1,0.44,1.568
1,2019,03,16,07,2,6,5,4,1,0.44,1.568
1,2019,03,16,07,3,6,5,4,1,0.44,1.568
1,2019,03,16,08,0,6,5,4,1,0.44,1.568
1,2019,03,16,08,1,6,5,5.3,1,1.13,1.568
1,2019,03,16,08,2,6,5,5.3,1,1.13,1.568
1,2019,03,16,08,3,6,5,5.3,1,1.13,1.568
1,2019,03,16,09,0,6,5,5.3,1,1.13,1.568
1,2019,03,16,09,1,6,5,7,1,1.83,1.568
1,2019,03,16,09,2,6,5,7,1,1.83,1.568
1,2019,03,16,09,3,6,5,7,1,1.83,1.568
1,2019,03,16,10,0,6,5,7,1,1.83,1.568
1,2019,03,16,10,1,6,5,8.2,1,2.37,1.568
1,2019,03,16,10,2,6,5,8.2,1,2.37,1.568
1,2019,03,16,10,3,6,5,8.2,1,2.37,1.568
1,2019,03,16,11,0,6,5,8.2,1,2.37,1.568
1,2019,03,16,11,1,6,5,9.1,1,2.74,1.568
1,2019,03,16,11,2,6,5,9.1,1,2.74,1.568
1,2019,03,16,11,3,6,5,9.1,1,2.74,1.568
1,2019,03,16,12,0,6,5,9.1,1,2.74,1.568
1,2019,03,16,12,1,6,5,10.8,1,2.84,1.568
1,2019,03,16,12,2,6,5,10.8,1,2.84,1.568
1,2019,03,16,12,3,6,5,10.8,1,2.84,1.568
1,2019,03,16,13,0,6,5,10.8,1,2.84,1.568
1,2019,03,16,13,1,6,5,11.5,2,2.72,1.568
1,2019,03,16,13,2,6,5,11.5,2,2.72,1.568
1,2019,03,16,13,3,6,5,11.5,2,2.72,1.568
1,2019,03,16,14,0,6,5,11.5,2,2.72,1.568
1,2019,03,16,14,1,6,5,11.5,2,2.28,1.568
1,2019,03,16,14,2,6,5,11.5,2,2.28,1.568
1,2019,03,16,14,3,6,5,11.5,2,2.28,1.568
1,2019,03,16,15,0,6,5,11.5,2,2.28,1.568
1,2019,03,16,15,1,6,5,12,3,1.78,1.568
1,2019,03,16,15,2,6,5,12,3,1.78,1.568
1,2019,03,16,15,3,6,5,12,3,1.78,1.568
1,2019,03,16,16,0,6,5,12,3,1.78,1.568
1,2019,03,16,16,1,6,5,12.1,2,0.98,1.568
1,2019,03,16,16,2,6,5,12.1,2,0.98,1.568
1,2019,03,16,16,3,6,5,12.1,2,0.98,1.568
1,2019,03,16,17,0,6,5,12.1,2,0.98,1.568
1,2019,03,16,17,1,6,5,11.7,2,0.42,1.568
1,2019,03,16,17,2,6,5,11.7,2,0.42,1.568
1,2019,03,16,17,3,6,5,11.7,2,0.42,1.568
1,2019,03,16,18,0,6,5,11.7,2,0.42,1.568
1,2019,03,16,18,1,6,5,10.4,1,0.02,1.568
1,2019,03,16,18,2,6,5,10.4,1,0.02,1.568
1,2019,03,16,18,3,6,5,10.4,1,0.02,1.568
1,2019,03,16,19,0,6,5,10.4,1,0.02,1.568
1,2019,03,16,19,1,6,5,9.7,1,0,1.568
1,2019,03,16,19,2,6,5,9.7,1,0,1.568
1,2019,03,16,19,3,6,5,9.7,1,0,1.568
1,2019,03,16,20,0,6,5,9.7,1,0,1.568
1,2019,03,16,20,1,6,5,9.3,1,0,1.568
1,2019,03,16,20,2,6,5,9.3,1,0,1.568
1,2019,03,16,20,3,6,5,9.3,1,0,1.568
1,2019,03,16,21,0,6,5,9.3,1,0,1.568
1,2019,03,16,21,1,6,5,6.6,1,0,1.568
1,2019,03,16,21,2,6,5,6.6,1,0,1.568
1,2019,03,16,21,3,6,5,6.6,1,0,1.568
1,2019,03,16,22,0,6,5,6.6,1,0,1.568
1,2019,03,16,22,1,6,5,6,1,0,1.568
1,2019,03,16,22,2,6,5,6,1,0,1.568
1,2019,03,16,22,3,6,5,6,1,0,1.568
1,2019,03,16,23,0,6,5,6,1,0,1.568
1,2019,03,16,23,1,6,5,6,1,0,1.568
1,2019,03,16,23,2,6,5,6,1,0,1.568
1,2019,03,16,23,3,6,5,6,1,0,1.568
1,2019,03,17,00,0,6,5,6,1,0,1.568
1,2019,03,17,00,1,7,5,6.3,1,0,1.568
1,2019,03,17,00,2,7,5,6.3,1,0,1.568
1,2019,03,17,00,3,7,5,6.3,1,0,1.568
1,2019,03,17,01,0,7,5,6.3,1,0,1.568
1,2019,03,17,01,1,7,5,6.3,1,0,1.568
1,2019,03,17,01,2,7,5,6.3,1,0,1.568
1,2019,03,17,01,3,7,5,6.3,1,0,1.568
1,2019,03,17,02,0,7,5,6.3,1,0,1.568
1,2019,03,17,03,1,7,5,5.1,1,0,1.568
1,2019,03,17,03,2,7,5,5.1,1,0,1.568
1,2019,03,17,03,3,7,5,5.1,1,0,1.568
1,2019,03,17,04,0,7,5,5.1,1,0,1.568
1,2019,03,17,04,1,7,5,5,1,0,1.568
1,2019,03,17,04,2,7,5,5,1,0,1.568
1,2019,03,17,04,3,7,5,5,1,0,1.568
1,2019,03,17,05,0,7,5,5,1,0,1.568
1,2019,03,17,05,1,7,5,4.5,1,0,1.568
1,2019,03,17,05,2,7,5,4.5,1,0,1.568
1,2019,03,17,05,3,7,5,4.5,1,0,1.568
1,2019,03,17,06,0,7,5,4.5,1,0,1.568
1,2019,03,17,06,1,7,5,4.8,1,0.02,1.568
1,2019,03,17,06,2,7,5,4.8,1,0.02,1.568
1,2019,03,17,06,3,7,5,4.8,1,0.02,1.568
1,2019,03,17,07,0,7,5,4.8,1,0.02,1.568
1,2019,03,17,07,1,7,5,6.1,1,0.46,1.568
1,2019,03,17,07,2,7,5,6.1,1,0.46,1.568
1,2019,03,17,07,3,7,5,6.1,1,0.46,1.568
1,2019,03,17,08,0,7,5,6.1,1,0.46,1.568
1,2019,03,17,08,1,7,5,7.2,1,1.17,1.568
1,2019,03,17,08,2,7,5,7.2,1,1.17,1.568
1,2019,03,17,08,3,7,5,7.2,1,1.17,1.568
1,2019,03,17,09,0,7,5,7.2,1,1.17,1.568
1,2019,03,17,09,1,7,5,8.3,1,1.86,1.568
1,2019,03,17,09,2,7,5,8.3,1,1.86,1.568
1,2019,03,17,09,3,7,5,8.3,1,1.86,1.568
1,2019,03,17,10,0,7,5,8.3,1,1.86,1.568
1,2019,03,17,10,1,7,5,9.9,1,2.45,1.568
1,2019,03,17,10,2,7,5,9.9,1,2.45,1.568
1,2019,03,17,10,3,7,5,9.9,1,2.45,1.568
1,2019,03,17,11,0,7,5,9.9,1,2.45,1.568
1,2019,03,17,11,1,7,5,11.2,1,2.78,1.568
1,2019,03,17,11,2,7,5,11.2,1,2.78,1.568
1,2019,03,17,11,3,7,5,11.2,1,2.78,1.568
1,2019,03,17,12,0,7,5,11.2,1,2.78,1.568
1,2019,03,17,12,1,7,5,11.8,2,2.95,1.568
1,2019,03,17,12,2,7,5,11.8,2,2.95,1.568
1,2019,03,17,12,3,7,5,11.8,2,2.95,1.568
