ID,generation,forecast_generation
1,0.575094,0.808808
1,0.4918824,0.68074436
1,0.1015296,0.80758336
1,0.1660656,0.157329022
1,0.134384,0.44111548
1,0.1173212,0.190690604
1,0.087839,0.32407424
1,0.0592696,0.094960741
1,0.045968,0.09521122
1,0.0459392,0.016479622
1,0.04599,0.013536463
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
1,0,0
