BuildingIndex,Year,Month,Day,time,Quarter,temp,rain,wind,huminity,cloud,Generation
1,2019,2,15,12,0,4.4,0,2.5,0.64,4,12
1,2019,2,15,12,1,4.825,0,2.575,0.62,4,10.4
1,2019,2,15,12,2,5.25,0,2.65,0.6,4,16
1,2019,2,15,12,3,5.675,0,2.725,0.58,4,13.6
1,2019,2,15,13,0,6.1,0,2.8,0.56,3,15.2
1,2019,2,15,13,1,6.475,0,2.925,0.5325,3,15.6
1,2019,2,15,13,2,6.85,0,3.05,0.505,3,14
1,2019,2,15,13,3,7.225,0,3.175,0.4775,3,14
1,2019,2,15,14,0,7.6,0,3.3,0.45,3,14
1,2019,2,15,14,1,8.125,0,3.35,0.4,3,13.2
1,2019,2,15,14,2,8.65,0,3.4,0.35,3,11.6
1,2019,2,15,14,3,9.175,0,3.45,0.3,3,9.2
1,2019,2,15,15,0,9.7,0,3.5,0.25,2,9.2
1,2019,2,15,15,1,9.475,0,3.625,0.2475,3,6.4
1,2019,2,15,15,2,9.25,0,3.75,0.245,3,4
1,2019,2,15,15,3,9.025,0,3.875,0.2425,3,4.4
1,2019,2,15,16,0,8.8,0,4,0.24,3,3.2
1,2019,2,15,16,1,8.6,0,3.975,0.245,3,2.8
1,2019,2,15,16,2,8.4,0,3.95,0.25,3,2.8
1,2019,2,15,16,3,8.2,0,3.925,0.255,3,2.4
1,2019,2,15,17,0,8,0,3.9,0.26,3,1.2
1,2019,2,15,17,1,7.75,0,3.85,0.27,3,1.2
1,2019,2,15,17,2,7.5,0,3.8,0.28,3,0.8
1,2019,2,15,17,3,7.25,0,3.75,0.29,3,0
1,2019,2,15,18,0,7,0,3.7,0.3,3,0
1,2019,2,15,18,1,6.85,0,3.4,0.3025,3,0
1,2019,2,15,18,2,6.7,0,3.1,0.305,2,0
1,2019,2,15,18,3,6.55,0,2.8,0.3075,2,0
1,2019,2,15,19,0,6.4,0,2.5,0.31,2,0
1,2019,2,15,19,1,5.925,0,2.875,0.3325,2,0
1,2019,2,15,19,2,5.45,0,3.25,0.355,2,0
1,2019,2,15,19,3,4.975,0,3.625,0.3775,2,0
1,2019,2,15,20,0,4.5,0,4,0.4,1,0
1,2019,2,15,20,1,4.3,0,3.975,0.4075,2,0
1,2019,2,15,20,2,4.1,0,3.95,0.415,2,0
1,2019,2,15,20,3,3.9,0,3.925,0.4225,2,0
1,2019,2,15,21,0,3.7,0,3.9,0.43,2,0
1,2019,2,15,21,1,3.825,0,3.7,0.4375,3,0
1,2019,2,15,21,2,3.95,0,3.5,0.445,3,0
1,2019,2,15,21,3,4.075,0,3.3,0.4525,4,0
1,2019,2,15,22,0,4.2,0,3.1,0.46,4,0
1,2019,2,15,22,1,4.2,0,3.325,0.4675,4,0
1,2019,2,15,22,2,4.2,0,3.55,0.475,4,0
1,2019,2,15,22,3,4.2,0,3.775,0.4825,4,0
1,2019,2,15,23,0,4.2,0,4,0.49,4,0
1,2019,2,15,23,1,4.1,0,3.825,0.4975,4,0
1,2019,2,15,23,2,4,0,3.65,0.505,4,0
1,2019,2,15,23,3,3.9,0,3.475,0.5125,4,0
